timestamp,updated,temperature,feels_like,wind_speed,humidity,pm25_french,pm25_eu,pm25_czech,pm25_yarmag
2025-10-06 07:37,"23:30, Нийслэл, Улаанбаатар",0,0,55,,ERROR,,14
2025-10-06 09:14,"01:00, Нийслэл, Улаанбаатар",3,1,46,53,ERROR,45,12
2025-10-06 10:46,"02:30, Нийслэл, Улаанбаатар",6,4,39,37,ERROR,29,12
2025-10-06 11:32,"03:30, Нийслэл, Улаанбаатар",4,4,45,16,ERROR,13,11
2025-10-06 13:59,"05:50, Нийслэл, Улаанбаатар",6,7,23,9,ERROR,9,7
2025-10-06 14:13,"06:10, Нийслэл, Улаанбаатар",6,9,21,19,ERROR,16,12
2025-10-06 14:19,"06:10, Нийслэл, Улаанбаатар",6,9,21,19,ERROR,16,12
2025-10-06 14:25,"06:00, Нийслэл, Улаанбаатар",6,7,20,19,ERROR,16,12
2025-10-06 14:39,"06:30, Нийслэл, Улаанбаатар",6,8,21,19,ERROR,16,12
2025-10-06 14:50,"06:40, Нийслэл, Улаанбаатар",6,6,19,19,ERROR,16,12
2025-10-06 14:59,"06:50, Нийслэл, Улаанбаатар",6,4,20,,ERROR,,12
2025-10-06 15:17,"07:10, Нийслэл, Улаанбаатар",6,6,18,22,ERROR,15,12
2025-10-06 15:31,"07:30, Нийслэл, Улаанбаатар",6,6,17,22,ERROR,15,12
2025-10-06 15:37,"07:30, Нийслэл, Улаанбаатар",6,6,17,22,ERROR,15,12
2025-10-06 16:58,"08:50, Нийслэл, Улаанбаатар",4,5,26,12,ERROR,9,11
2025-10-06 17:04,"08:50, Нийслэл, Улаанбаатар",4,5,26,12,ERROR,9,11
2025-10-06 17:20,"09:10, Нийслэл, Улаанбаатар",2,6,58,11,ERROR,9,8
2025-10-06 17:41,"09:40, Нийслэл, Улаанбаатар",1,6,60,11,ERROR,9,8
2025-10-06 17:49,"09:40, Нийслэл, Улаанбаатар",1,6,60,11,ERROR,9,8
2025-10-06 18:16,"10:10, Нийслэл, Улаанбаатар",0,5,62,11,ERROR,11,9
2025-10-06 18:38,"10:30, Нийслэл, Улаанбаатар",0,5,63,11,ERROR,11,9
2025-10-06 18:51,"10:50, Нийслэл, Улаанбаатар",0,6,66,11,ERROR,11,9
2025-10-06 19:13,"11:10, Нийслэл, Улаанбаатар",0,5,73,14,ERROR,10,9
2025-10-06 19:26,"11:20, Нийслэл, Улаанбаатар",0,7,69,14,ERROR,10,9
2025-10-06 19:38,"11:30, Нийслэл, Улаанбаатар",-1,5,70,14,ERROR,10,9
2025-10-06 19:50,"11:40, Нийслэл, Улаанбаатар",-1,4,68,14,ERROR,10,9
2025-10-06 20:28,"12:00, Нийслэл, Улаанбаатар",-1,5,67,8.5,ERROR,7.7,6.8
2025-10-06 21:05,"13:00, Нийслэл, Улаанбаатар",-2,1,67,8.5,ERROR,7.7,5.5
2025-10-06 21:13,"13:10, Нийслэл, Улаанбаатар",-2,2,70,11,ERROR,7.7,5.5
2025-10-06 21:21,"13:20, Нийслэл, Улаанбаатар",-2,2,71,11,ERROR,6.8,5.5
2025-10-06 21:29,"13:20, Нийслэл, Улаанбаатар",-2,-5,2,71,11,ERROR,6.8,5.5
2025-10-06 21:31,"13:20, Нийслэл, Улаанбаатар",-2,-5,2,71,11,ERROR,6.8,5.5

2025-10-06 21:33,"13:30, Нийслэл, Улаанбаатар",-2,-6,2,69,11,ERROR,6.8,5.5
